Value Set Name	Value Set Code	Value Set OID	Value Set Version	Value Set Definition	Value Set Status	VS Last Updated Date	VS Release Comments
Animal Type (Anthrax)	PHVS_AnimalType_Anthrax	2.16.840.1.114222.4.11.7999	1	Animal types answer list for anthrax 	Published	12/08/2020	v1

Concept Code	Concept Name	Preferred Concept Name	Preferred Alternate Code	Code System OID	Code System Name	Code System Code	Code System Version	HL7 Table 0396 Code
125097000	Capra hircus (organism)	Goat		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20201118	SCT
C0011133	Deer (mammal)	Deer		2.16.840.1.113883.6.86	UMLS	PH_UMLS	20201203	UML
388168008	Genus Bos (organism)	Cow		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20201118	SCT
388445009	Genus Equus (organism)	Horse		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20201118	SCT
388393002	Genus Sus (organism)	Pig		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20201118	SCT
OTH	other	Other Animal type (specify)		2.16.840.1.113883.5.1008	NullFlavor	PH_NullFlavor_HL7_V3	20090501	NULLFL
125099002	Ovis aries (organism)	Sheep		2.16.840.1.113883.6.96	SNOMED-CT	PH_SNOMED-CT	20201118	SCT
UNK	unknown	Unknown	ZZ	2.16.840.1.113883.5.1008	NullFlavor	PH_NullFlavor_HL7_V3	20090501	NULLFL
